Artist,Song Title,Year,Rank,Genre,Decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Mary J. Blige,Be Without You,2006,11,R&B/Soul,2000s,0.726,0.7,2,-5.881,0,0.0998,0.0717,0,0.262,0.673,146.559,audio_features,6Y3WvyUG9iE5bQYg38SPtQ,spotify:track:6Y3WvyUG9iE5bQYg38SPtQ,https://api.spotify.com/v1/tracks/6Y3WvyUG9iE5bQYg38SPtQ,https://api.spotify.com/v1/audio-analysis/6Y3WvyUG9iE5bQYg38SPtQ,246333,4
Mary J. Blige,Family Affair,2002,17,R&B/Soul,2000s,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-5,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4
Mary J. Blige,Family Affair,2002,17,R&B/Soul,2000s,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-5,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4
Mary J. Blige,Family Affair,2001,31,R&B/Soul,2000s,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-5,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4
Mary J. Blige,Family Affair,2001,31,R&B/Soul,2000s,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-5,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4
Mary J. Blige,Not Gon' Cry,1996,32,R&B/Soul,90s,0.758,0.424,2,-8.935,0,0.0468,0.664,0,0.095,0.455,110.087,audio_features,2OA0iq9hGkvUcS5qA1ZJnU,spotify:track:2OA0iq9hGkvUcS5qA1ZJnU,https://api.spotify.com/v1/tracks/2OA0iq9hGkvUcS5qA1ZJnU,https://api.spotify.com/v1/audio-analysis/2OA0iq9hGkvUcS5qA1ZJnU,294267,4
Mary MacGregor,Torn Between Two Lovers,1977,10,Pop,70s,0.551,0.479,10,-9.2,1,0.0301,0.898,0.0901,0.148,0.577,130.248,audio_features,0uSrLvAGZPVkO2DgCj6DfC,spotify:track:0uSrLvAGZPVkO2DgCj6DfC,https://api.spotify.com/v1/tracks/0uSrLvAGZPVkO2DgCj6DfC,https://api.spotify.com/v1/audio-analysis/0uSrLvAGZPVkO2DgCj6DfC,231732,4
Mary Wells,My Guy,1964,7,R&B/Soul,60s,0.691,0.581,10,-7.85,1,0.065,0.557,4.62e-5,0.147,0.91,126.615,audio_features,4591VqUIXysNlmI5NcAIUd,spotify:track:4591VqUIXysNlmI5NcAIUd,https://api.spotify.com/v1/tracks/4591VqUIXysNlmI5NcAIUd,https://api.spotify.com/v1/audio-analysis/4591VqUIXysNlmI5NcAIUd,174440,4
Mary Wells,The One Who Really Loves You,1962,19,R&B/Soul,60s,0.75,0.398,11,-14.516,0,0.0466,0.605,0,0.18,0.961,113.516,audio_features,4Sz8zFchpHQVQVqVyGz5Jb,spotify:track:4Sz8zFchpHQVQVqVyGz5Jb,https://api.spotify.com/v1/tracks/4Sz8zFchpHQVQVqVyGz5Jb,https://api.spotify.com/v1/audio-analysis/4Sz8zFchpHQVQVqVyGz5Jb,165333,4
Mase,Feel So Good,1998,44,Hip-Hop/Rap,90s,0.821,0.703,11,-8.464,0,0.24,0.192,0,0.0816,0.536,105.154,audio_features,7hfRrdFJgFKK3cJ4rmkecE,spotify:track:7hfRrdFJgFKK3cJ4rmkecE,https://api.spotify.com/v1/tracks/7hfRrdFJgFKK3cJ4rmkecE,https://api.spotify.com/v1/audio-analysis/7hfRrdFJgFKK3cJ4rmkecE,203627,4
Masked Wolf,Astronaut in the Ocean,2021,20,Hip-Hop/Rap,2020s,0.778,0.695,4,-6.865,0,0.0913,0.175,0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4
Mason Williams,Classical Gas,1968,43,Easy Listening,60s,0.489,0.701,7,-10.53,1,0.0348,0.852,0.78,0.108,0.739,155.269,audio_features,4DK3JpX2NkEMhCnltUEvUg,spotify:track:4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/tracks/4DK3JpX2NkEMhCnltUEvUg,https://api.spotify.com/v1/audio-analysis/4DK3JpX2NkEMhCnltUEvUg,184800,4
Matchbox Twenty,Bent,2000,9,Pop,2000s,0.518,0.83,6,-6.814,0,0.0386,0.0404,3.85e-6,0.375,0.527,95.468,audio_features,6fA7akEuTUL3dW1V0GELaZ,spotify:track:6fA7akEuTUL3dW1V0GELaZ,https://api.spotify.com/v1/tracks/6fA7akEuTUL3dW1V0GELaZ,https://api.spotify.com/v1/audio-analysis/6fA7akEuTUL3dW1V0GELaZ,256133,4
Matchbox Twenty,If You're Gone,2001,6,Pop,2000s,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-6,0.126,0.361,109.933,audio_features,2f5N826udWfjT9iomeaBJt,spotify:track:2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/tracks/2f5N826udWfjT9iomeaBJt,https://api.spotify.com/v1/audio-analysis/2f5N826udWfjT9iomeaBJt,274933,4
Matchbox Twenty,Unwell,2003,6,Rock,2000s,0.256,0.788,6,-5.263,0,0.0403,0.0298,0,0.707,0.429,80.718,audio_features,6Bm6qUCSatPAqkQllFL7oA,spotify:track:6Bm6qUCSatPAqkQllFL7oA,https://api.spotify.com/v1/tracks/6Bm6qUCSatPAqkQllFL7oA,https://api.spotify.com/v1/audio-analysis/6Bm6qUCSatPAqkQllFL7oA,228707,4
Matthew Wilder,Break My Stride,1984,27,Pop,80s,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,audio_features,1mCsF9Tw4AkIZOjvZbZZdT,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4
Maureen McGovern,The Morning After,1973,28,Contemporary Gospel,70s,0.408,0.511,6,-7.225,1,0.0263,0.475,0,0.625,0.354,80.176,audio_features,62QRbVm7DqR3eoqgT7pEfs,spotify:track:62QRbVm7DqR3eoqgT7pEfs,https://api.spotify.com/v1/tracks/62QRbVm7DqR3eoqgT7pEfs,https://api.spotify.com/v1/audio-analysis/62QRbVm7DqR3eoqgT7pEfs,141720,4
Maxi Priest,Close to You,1990,17,Reggae,90s,0.781,0.478,6,-15.427,1,0.0561,0.0849,3.93e-6,0.0877,0.962,95.992,audio_features,33I3oS8UkebR3KRvqxD9X0,spotify:track:33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/tracks/33I3oS8UkebR3KRvqxD9X0,https://api.spotify.com/v1/audio-analysis/33I3oS8UkebR3KRvqxD9X0,325800,4
Maxine Nightingale,Lead Me On,1979,24,Soul,70s,0.417,0.46,1,-11.07,1,0.0316,0.811,6.8e-4,0.126,0.55,140.626,audio_features,6RXlKsUmQgykm0Qt9DANwF,spotify:track:6RXlKsUmQgykm0Qt9DANwF,https://api.spotify.com/v1/tracks/6RXlKsUmQgykm0Qt9DANwF,https://api.spotify.com/v1/audio-analysis/6RXlKsUmQgykm0Qt9DANwF,165707,4
Maxine Nightingale,Right Back Where We Started From,1976,28,Vocal,70s,0.692,0.653,5,-5.715,1,0.0392,0.49,0.00707,0.455,0.901,148.018,audio_features,00s8dO3RWrFkBqC9JIy6ag,spotify:track:00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/tracks/00s8dO3RWrFkBqC9JIy6ag,https://api.spotify.com/v1/audio-analysis/00s8dO3RWrFkBqC9JIy6ag,192267,4
Maxwell,Fortunate,1999,24,Pop,90s,0.74,0.359,10,-8.309,0,0.0462,0.0951,0,0.129,0.377,126.15,audio_features,2RtvkLz5tmOXlzz918It6E,spotify:track:2RtvkLz5tmOXlzz918It6E,https://api.spotify.com/v1/tracks/2RtvkLz5tmOXlzz918It6E,https://api.spotify.com/v1/audio-analysis/2RtvkLz5tmOXlzz918It6E,301160,4
MC Hammer,Have You Seen Her,1990,47,Hip-Hop/Rap,90s,0.775,0.378,6,-14.892,0,0.102,0.207,5.3e-6,0.107,0.86,144.16,audio_features,2lvk6CUSHz4j8huQ25gH54,spotify:track:2lvk6CUSHz4j8huQ25gH54,https://api.spotify.com/v1/tracks/2lvk6CUSHz4j8huQ25gH54,https://api.spotify.com/v1/audio-analysis/2lvk6CUSHz4j8huQ25gH54,282800,4
Meat Loaf,Two Out of Three Ain't Bad,1978,30,Rock,70s,0.586,0.48,9,-9.138,1,0.0243,0.385,0,0.0947,0.488,79.873,audio_features,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/tracks/2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,324440,4
Meghan Trainor,All About That Bass,2015,28,Pop,2010s,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
Meghan Trainor,All About That Bass,2015,28,Pop,2010s,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
Meghan Trainor,All About That Bass,2014,8,Pop,2010s,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
Meghan Trainor,All About That Bass,2014,8,Pop,2010s,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87e-6,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4
Meghan Trainor,Lips Are Movin,2015,22,Pop,2010s,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-6,0.111,0.95,139.091,audio_features,6gj08XDlv9Duc2fPOxUmVD,spotify:track:6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,182667,4
Meghan Trainor,No,2016,45,Pop,2010s,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-6,0.737,0.657,92.134,audio_features,0l0CvurVUrr2w3Jj1hOVFc,spotify:track:0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/tracks/0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/audio-analysis/0l0CvurVUrr2w3Jj1hOVFc,213507,4
Mel and Tim,Starting All Over Again,1972,38,R&B/Soul,70s,0.624,0.326,11,-10.617,1,0.0349,0.686,0.103,0.108,0.486,137.812,audio_features,7kFRgT3KKxU1y7USF8ZzIX,spotify:track:7kFRgT3KKxU1y7USF8ZzIX,https://api.spotify.com/v1/tracks/7kFRgT3KKxU1y7USF8ZzIX,https://api.spotify.com/v1/audio-analysis/7kFRgT3KKxU1y7USF8ZzIX,230920,4
Mel Carter,"Hold Me, Thrill Me, Kiss Me",1965,14,Pop,60s,0.463,0.555,1,-6.43,0,0.0381,0.745,0,0.163,0.515,73.613,audio_features,5XPwkZ7vNxeidpNLAkwtFp,spotify:track:5XPwkZ7vNxeidpNLAkwtFp,https://api.spotify.com/v1/tracks/5XPwkZ7vNxeidpNLAkwtFp,https://api.spotify.com/v1/audio-analysis/5XPwkZ7vNxeidpNLAkwtFp,149533,4
Melanie,Brand New Key,1972,9,Folk,70s,0.667,0.412,1,-7.544,1,0.0353,0.817,0,0.107,0.82,83.816,audio_features,3tm6LVXZJg0lG4hQm5ytrT,spotify:track:3tm6LVXZJg0lG4hQm5ytrT,https://api.spotify.com/v1/tracks/3tm6LVXZJg0lG4hQm5ytrT,https://api.spotify.com/v1/audio-analysis/3tm6LVXZJg0lG4hQm5ytrT,144867,4
Melanie,Lay Down (Candles in the Rain),1970,23,Pop,70s,0.317,0.866,7,-4.896,1,0.0703,0.426,4.45e-4,0.0792,0.603,94.372,audio_features,66LevxamA5uN8xW2IzZYLg,spotify:track:66LevxamA5uN8xW2IzZYLg,https://api.spotify.com/v1/tracks/66LevxamA5uN8xW2IzZYLg,https://api.spotify.com/v1/audio-analysis/66LevxamA5uN8xW2IzZYLg,459960,4
Melissa Etheridge,Come to My Window,1994,43,Rock,90s,0.512,0.636,7,-9.602,1,0.0262,0.08,1.06e-4,0.088,0.499,97.257,audio_features,4LmlGaGTEbTGE5VngAbpA3,spotify:track:4LmlGaGTEbTGE5VngAbpA3,https://api.spotify.com/v1/tracks/4LmlGaGTEbTGE5VngAbpA3,https://api.spotify.com/v1/audio-analysis/4LmlGaGTEbTGE5VngAbpA3,236000,4
Melissa Manchester,You Should Hear How She Talks About You,1982,18,Adult Contemporary,80s,0.753,0.834,4,-6.516,1,0.115,0.212,2.93e-5,0.259,0.852,131.909,audio_features,3mYh6egfMyl0Dek8r9ciK6,spotify:track:3mYh6egfMyl0Dek8r9ciK6,https://api.spotify.com/v1/tracks/3mYh6egfMyl0Dek8r9ciK6,https://api.spotify.com/v1/audio-analysis/3mYh6egfMyl0Dek8r9ciK6,256387,4
Men at Work,Down Under,1983,4,Pop,80s,0.739,0.459,11,-14.42,0,0.0294,0.129,0.0194,0.0474,0.892,107.115,audio_features,3ZZq9396zv8pcn5GYVhxUi,spotify:track:3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/tracks/3ZZq9396zv8pcn5GYVhxUi,https://api.spotify.com/v1/audio-analysis/3ZZq9396zv8pcn5GYVhxUi,222320,4
Men at Work,Who Can It Be Now?,1982,30,Rock,80s,0.805,0.479,4,-14.734,1,0.0436,0.0627,1.43e-4,0.104,0.962,128.411,audio_features,5rfJ2Bq2PEL8yBjZLzouEu,spotify:track:5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/tracks/5rfJ2Bq2PEL8yBjZLzouEu,https://api.spotify.com/v1/audio-analysis/5rfJ2Bq2PEL8yBjZLzouEu,201293,4
Men Without Hats,The Safety Dance,1983,35,Rock,80s,0.765,0.824,0,-6.354,1,0.0386,0.0436,2.75e-5,0.16,0.349,100.193,audio_features,2IqPRjJAcLvPqAEbnB2VJz,spotify:track:2IqPRjJAcLvPqAEbnB2VJz,https://api.spotify.com/v1/tracks/2IqPRjJAcLvPqAEbnB2VJz,https://api.spotify.com/v1/audio-analysis/2IqPRjJAcLvPqAEbnB2VJz,278227,4
Mercy,Love (Can Make You Happy),1969,42,Pop,60s,0.29,0.261,4,-14.348,0,0.0346,0.143,7.69e-5,0.166,0.231,86.489,audio_features,7DeAxFh0hdupc0nzzM3jAa,spotify:track:7DeAxFh0hdupc0nzzM3jAa,https://api.spotify.com/v1/tracks/7DeAxFh0hdupc0nzzM3jAa,https://api.spotify.com/v1/audio-analysis/7DeAxFh0hdupc0nzzM3jAa,208293,4
Meredith Brooks,Bitch,1997,15,Rock,90s,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-5,0.0523,0.629,96.328,audio_features,3i6qNxyVgIdUZTTi5m25EM,spotify:track:3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/tracks/3i6qNxyVgIdUZTTi5m25EM,https://api.spotify.com/v1/audio-analysis/3i6qNxyVgIdUZTTi5m25EM,252760,4
Merril Bainbridge,Mouth,1997,42,Pop,90s,0.695,0.499,1,-9.201,1,0.218,0.702,5.85e-5,0.154,0.78,175.896,audio_features,11Ki2bHWXTEug0DAfKcDDD,spotify:track:11Ki2bHWXTEug0DAfKcDDD,https://api.spotify.com/v1/tracks/11Ki2bHWXTEug0DAfKcDDD,https://api.spotify.com/v1/audio-analysis/11Ki2bHWXTEug0DAfKcDDD,205733,4
Merrilee Rush,Angel of the Morning,1968,28,Rock,60s,0.491,0.212,8,-10.478,1,0.0281,0.506,0.00134,0.0563,0.302,81.582,audio_features,27QxL30kLR6RyIjLXCMFdU,spotify:track:27QxL30kLR6RyIjLXCMFdU,https://api.spotify.com/v1/tracks/27QxL30kLR6RyIjLXCMFdU,https://api.spotify.com/v1/audio-analysis/27QxL30kLR6RyIjLXCMFdU,192520,4
Metro Station,Shake It,2008,32,Alternative,2000s,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-6,0.486,0.79,150.034,audio_features,5619Ojc6t9evEEs3B7Drhe,spotify:track:5619Ojc6t9evEEs3B7Drhe,https://api.spotify.com/v1/tracks/5619Ojc6t9evEEs3B7Drhe,https://api.spotify.com/v1/audio-analysis/5619Ojc6t9evEEs3B7Drhe,179947,4
MFSB,TSOP (The Sound of Philadelphia),1974,7,R&B/Soul,70s,0.513,0.885,10,-6.037,1,0.0547,0.0162,0.557,0.0712,0.733,114.652,audio_features,6BEWwyzvc51WyacKoxJX4S,spotify:track:6BEWwyzvc51WyacKoxJX4S,https://api.spotify.com/v1/tracks/6BEWwyzvc51WyacKoxJX4S,https://api.spotify.com/v1/audio-analysis/6BEWwyzvc51WyacKoxJX4S,346680,4
Miami Sound Machine,Conga,1986,40,Pop,80s,0.789,0.656,2,-14.825,1,0.0474,0.168,0.0409,0.0311,0.865,122.237,audio_features,3FdHgoJbH3DXNtGLh56pFu,spotify:track:3FdHgoJbH3DXNtGLh56pFu,https://api.spotify.com/v1/tracks/3FdHgoJbH3DXNtGLh56pFu,https://api.spotify.com/v1/audio-analysis/3FdHgoJbH3DXNtGLh56pFu,254000,4
Miami Sound Machine,Words Get in the Way,1986,47,Pop,80s,0.674,0.31,5,-17.352,1,0.0329,0.293,1.64e-5,0.108,0.56,155.656,audio_features,5xbqrbNPBTAOGDA6GD3O46,spotify:track:5xbqrbNPBTAOGDA6GD3O46,https://api.spotify.com/v1/tracks/5xbqrbNPBTAOGDA6GD3O46,https://api.spotify.com/v1/audio-analysis/5xbqrbNPBTAOGDA6GD3O46,205533,4
Michael Bolton,How Am I Supposed to Live Without You,1990,12,Adult Contemporary,90s,0.541,0.44,10,-12.206,1,0.031,0.191,0,0.114,0.232,140.273,audio_features,3RMeOetCdXttthQK0clPuz,spotify:track:3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/tracks/3RMeOetCdXttthQK0clPuz,https://api.spotify.com/v1/audio-analysis/3RMeOetCdXttthQK0clPuz,255667,4
Michael Bolton,Love Is a Wonderful Thing,1991,49,Pop,90s,0.727,0.824,2,-8.915,1,0.0394,0.00812,1.58e-6,0.0922,0.935,125.104,audio_features,2LCIRBYUBMFy9hL81qthi1,spotify:track:2LCIRBYUBMFy9hL81qthi1,https://api.spotify.com/v1/tracks/2LCIRBYUBMFy9hL81qthi1,https://api.spotify.com/v1/audio-analysis/2LCIRBYUBMFy9hL81qthi1,282933,4
Michael Bolton,Said I Loved You...But I Lied,1994,32,Pop,90s,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-6,0.156,0.432,159.713,audio_features,2nfMrwg3aRhSAv4HX7IzJL,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/tracks/2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/audio-analysis/2nfMrwg3aRhSAv4HX7IzJL,304867,4
Michael Damian,Rock On,1989,45,Pop,80s,0.433,0.798,1,-3.603,0,0.0805,0.0315,0.00196,0.048,0.584,168.247,audio_features,6e3O5XkMEhMAatdKnOlZPh,spotify:track:6e3O5XkMEhMAatdKnOlZPh,https://api.spotify.com/v1/tracks/6e3O5XkMEhMAatdKnOlZPh,https://api.spotify.com/v1/audio-analysis/6e3O5XkMEhMAatdKnOlZPh,212348,4
Michael Jackson,Beat It,1983,5,Pop,80s,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-6,0.197,0.918,138.827,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4
Michael Jackson,Ben,1972,20,Pop,70s,0.435,0.161,5,-10.84,1,0.0298,0.911,2.14e-4,0.113,0.291,136.166,audio_features,0ZFqB9g2FujbmMSrjqsL3j,spotify:track:0ZFqB9g2FujbmMSrjqsL3j,https://api.spotify.com/v1/tracks/0ZFqB9g2FujbmMSrjqsL3j,https://api.spotify.com/v1/audio-analysis/0ZFqB9g2FujbmMSrjqsL3j,167387,4
Michael Jackson,Billie Jean,1983,2,Pop,80s,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
Michael Jackson,Black or White,1992,14,Pop,90s,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,audio_features,7EsjkelQuoUlJXEw7SeVV4,spotify:track:7EsjkelQuoUlJXEw7SeVV4,https://api.spotify.com/v1/tracks/7EsjkelQuoUlJXEw7SeVV4,https://api.spotify.com/v1/audio-analysis/7EsjkelQuoUlJXEw7SeVV4,254933,4
Michael Jackson,Man in the Mirror,1988,21,Pop,80s,0.808,0.812,8,-5.012,1,0.0381,0.52,7.91e-5,0.134,0.269,100.331,audio_features,1kiNatIrwDusOZfR29W0LJ,spotify:track:1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/tracks/1kiNatIrwDusOZfR29W0LJ,https://api.spotify.com/v1/audio-analysis/1kiNatIrwDusOZfR29W0LJ,318680,4
Michael Jackson,Remember the Time,1992,19,Pop,90s,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002,audio_features,4jnFqNWeJCeCRHc4HCdxfd,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/tracks/4jnFqNWeJCeCRHc4HCdxfd,https://api.spotify.com/v1/audio-analysis/4jnFqNWeJCeCRHc4HCdxfd,239227,4
Michael Jackson,Rock with You,1980,4,Pop,80s,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-5,0.158,0.848,114.031,audio_features,7oOOI85fVQvVnK5ynNMdW7,spotify:track:7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7,220627,4
Michael Jackson,Rockin' Robin,1972,41,Motown,70s,0.622,0.721,10,-8.224,1,0.0983,0.24,7.88e-5,0.271,0.968,173.395,audio_features,63gcHyuhAC8G2C0bVQUOJI,spotify:track:63gcHyuhAC8G2C0bVQUOJI,https://api.spotify.com/v1/tracks/63gcHyuhAC8G2C0bVQUOJI,https://api.spotify.com/v1/audio-analysis/63gcHyuhAC8G2C0bVQUOJI,154840,4
Michael Jackson,The Way You Make Me Feel,1988,36,Pop,80s,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-5,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,298120,4
Michael Jackson,Will You Be There,1993,47,Pop,90s,0.66,0.443,1,-10.199,1,0.0373,0.663,0.0182,0.114,0.416,82.984,audio_features,2rN2WzftSKZzDLFApWECWz,spotify:track:2rN2WzftSKZzDLFApWECWz,https://api.spotify.com/v1/tracks/2rN2WzftSKZzDLFApWECWz,https://api.spotify.com/v1/audio-analysis/2rN2WzftSKZzDLFApWECWz,352893,4
Michael Jackson,You Are Not Alone,1995,21,Pop,90s,0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-5,0.0765,0.258,119.873,audio_features,3AoeaZs8dFemFJr3JdzOL0,spotify:track:3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0,https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0,345600,4
Michael Martin Murphey,Wildfire,1975,40,Country,70s,0.602,0.24,4,-18.565,1,0.0306,0.252,0.00101,0.219,0.208,79.989,audio_features,737c89v3Zdit8EUyNJ7KeS,spotify:track:737c89v3Zdit8EUyNJ7KeS,https://api.spotify.com/v1/tracks/737c89v3Zdit8EUyNJ7KeS,https://api.spotify.com/v1/audio-analysis/737c89v3Zdit8EUyNJ7KeS,307867,4
Michael Sembello,Maniac,1983,9,Soundtrack,80s,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-6,0.0415,0.835,158.86,audio_features,0QKfiqpEU4h9ycPSzIFwYe,spotify:track:0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/tracks/0QKfiqpEU4h9ycPSzIFwYe,https://api.spotify.com/v1/audio-analysis/0QKfiqpEU4h9ycPSzIFwYe,244707,4
Michelle Branch,All You Wanted,2002,23,Pop,2000s,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,audio_features,0kr6d8wHDQPlzuET33NVn6,spotify:track:0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/tracks/0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/audio-analysis/0kr6d8wHDQPlzuET33NVn6,217680,4
