Artist,Song Title,Year,Rank,Genre,Decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Aerosmith,Angel,1988,34,Hard Rock,80s,0.239,0.819,3,-3.583,1,0.0393,0.304,0,0.0855,0.439,171.449,audio_features,3kfXUGIdBNpyr2gBvU3Guj,spotify:track:3kfXUGIdBNpyr2gBvU3Guj,https://api.spotify.com/v1/tracks/3kfXUGIdBNpyr2gBvU3Guj,https://api.spotify.com/v1/audio-analysis/3kfXUGIdBNpyr2gBvU3Guj,308907,4
Aerosmith,I Don't Want to Miss a Thing,1998,23,Hard Rock,90s,0.39,0.649,2,-5.163,1,0.0345,0.172,0,0.216,0.144,121.16,audio_features,6lEuFGrUqR9Yc6hSsHPnYP,spotify:track:6lEuFGrUqR9Yc6hSsHPnYP,https://api.spotify.com/v1/tracks/6lEuFGrUqR9Yc6hSsHPnYP,https://api.spotify.com/v1/audio-analysis/6lEuFGrUqR9Yc6hSsHPnYP,299760,4
Aerosmith,Jaded,2001,47,Hard Rock,2000s,0.517,0.89,9,-4.033,1,0.053900000000000003,0.005,1.47e-5,0.0824,0.632,118.009,audio_features,4iihDHIoKZdOeOW1kFDUtR,spotify:track:4iihDHIoKZdOeOW1kFDUtR,https://api.spotify.com/v1/tracks/4iihDHIoKZdOeOW1kFDUtR,https://api.spotify.com/v1/audio-analysis/4iihDHIoKZdOeOW1kFDUtR,214333,4
After the Fire,Der Kommissar,1983,30,Rock,80s,0.694,0.716,7,-7.468,1,0.0513,0.00909,8.14e-4,0.0772,0.889,121.427,audio_features,0ROtxObpdDA25o5DriPSOk,spotify:track:0ROtxObpdDA25o5DriPSOk,https://api.spotify.com/v1/tracks/0ROtxObpdDA25o5DriPSOk,https://api.spotify.com/v1/audio-analysis/0ROtxObpdDA25o5DriPSOk,337187,4
Air Supply,Even the Nights Are Better,1982,37,Pop,80s,0.434,0.507,5,-10.422,1,0.0358,0.565,0,0.161,0.236,115.309,audio_features,09bRmFRViBORKQ2miwp04P,spotify:track:09bRmFRViBORKQ2miwp04P,https://api.spotify.com/v1/tracks/09bRmFRViBORKQ2miwp04P,https://api.spotify.com/v1/audio-analysis/09bRmFRViBORKQ2miwp04P,237107,4
Air Supply,Every Woman in the World,1981,27,Pop,80s,0.393,0.312,9,-16.918,1,0.0366,0.307,0,0.134,0.362,156.361,audio_features,6OxnToSgslbtjJuNSKSdDQ,spotify:track:6OxnToSgslbtjJuNSKSdDQ,https://api.spotify.com/v1/tracks/6OxnToSgslbtjJuNSKSdDQ,https://api.spotify.com/v1/audio-analysis/6OxnToSgslbtjJuNSKSdDQ,209600,4
Air Supply,Lost in Love,1980,15,Pop,80s,0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-5,0.11,0.436,114.362,audio_features,6MfVSA5iKBPHzo6RGARjL0,spotify:track:6MfVSA5iKBPHzo6RGARjL0,https://api.spotify.com/v1/tracks/6MfVSA5iKBPHzo6RGARjL0,https://api.spotify.com/v1/audio-analysis/6MfVSA5iKBPHzo6RGARjL0,233867,4
Air Supply,Sweet Dreams,1982,28,Pop,80s,0.379,0.466,2,-6.856,0,0.0308,0.392,1.52e-6,0.241,0.327,126.223,audio_features,1ausxnZuFBzNn5sP3vaIe2,spotify:track:1ausxnZuFBzNn5sP3vaIe2,https://api.spotify.com/v1/tracks/1ausxnZuFBzNn5sP3vaIe2,https://api.spotify.com/v1/audio-analysis/1ausxnZuFBzNn5sP3vaIe2,236787,4
Air Supply,The One That You Love,1981,28,Pop,80s,0.396,0.479,5,-8.072,1,0.0268,0.728,9.51e-6,0.102,0.184,109.973,audio_features,3FDAd5vW4P7xe1GBNOLyfD,spotify:track:3FDAd5vW4P7xe1GBNOLyfD,https://api.spotify.com/v1/tracks/3FDAd5vW4P7xe1GBNOLyfD,https://api.spotify.com/v1/audio-analysis/3FDAd5vW4P7xe1GBNOLyfD,259000,4
Akon,Lonely,2005,44,R&B/Soul,2000s,0.634,0.526,5,-7.881,0,0.0333,0.339,0,0.257,0.623,90.087,audio_features,4v7DCN09hgXkKazefkznDQ,spotify:track:4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/tracks/4v7DCN09hgXkKazefkznDQ,https://api.spotify.com/v1/audio-analysis/4v7DCN09hgXkKazefkznDQ,235800,4
Al Green,Let's Stay Together,1972,11,Soul,70s,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,63xdwScd1Ai1GigAwQxE8y,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4
Al Green,Tired of Being Alone,1971,12,Soul,70s,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,audio_features,10vkYRKw6Jjr7try1ir50G,spotify:track:10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/tracks/10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/audio-analysis/10vkYRKw6Jjr7try1ir50G,172320,4
Al Hirt,Java,1964,12,Jazz,60s,0.679,0.721,1,-10.36,1,0.0535,0.803,0.893,0.088,0.963,92.43,audio_features,5MdHvAvlmQJ3JHIvIK9uXz,spotify:track:5MdHvAvlmQJ3JHIvIK9uXz,https://api.spotify.com/v1/tracks/5MdHvAvlmQJ3JHIvIK9uXz,https://api.spotify.com/v1/audio-analysis/5MdHvAvlmQJ3JHIvIK9uXz,119133,4
Al Martino,I Love You Because,1963,15,Pop,60s,0.29,0.2,8,-12.748,1,0.0275,0.894,5.69e-4,0.221,0.233,88.654,audio_features,5ggafYsNyKhTR9bISS3OPj,spotify:track:5ggafYsNyKhTR9bISS3OPj,https://api.spotify.com/v1/tracks/5ggafYsNyKhTR9bISS3OPj,https://api.spotify.com/v1/audio-analysis/5ggafYsNyKhTR9bISS3OPj,163400,4
Al Wilson,Show and Tell,1974,15,R&B/Soul,70s,0.41,0.427,2,-11.083,1,0.0281,0.655,1.33e-6,0.163,0.888,174.584,audio_features,1WXEEP03cUcXYp96MxAO2M,spotify:track:1WXEEP03cUcXYp96MxAO2M,https://api.spotify.com/v1/tracks/1WXEEP03cUcXYp96MxAO2M,https://api.spotify.com/v1/audio-analysis/1WXEEP03cUcXYp96MxAO2M,211787,4
Alan O'Day,Undercover Angel,1977,9,Pop,70s,0.673,0.662,5,-7.021,1,0.04,0.226,0,0.121,0.725,98.564,audio_features,07QeqzdAvYO5yvG3RnLFIN,spotify:track:07QeqzdAvYO5yvG3RnLFIN,https://api.spotify.com/v1/tracks/07QeqzdAvYO5yvG3RnLFIN,https://api.spotify.com/v1/audio-analysis/07QeqzdAvYO5yvG3RnLFIN,211227,4
Alanis Morissette,Ironic,1996,13,Alternative,90s,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,audio_features,1d6KS9GH06JAd19uiBy9IE,spotify:track:1d6KS9GH06JAd19uiBy9IE,https://api.spotify.com/v1/tracks/1d6KS9GH06JAd19uiBy9IE,https://api.spotify.com/v1/audio-analysis/1d6KS9GH06JAd19uiBy9IE,230000,5
Alanis Morissette,You Learn,1996,29,Alternative,90s,0.401,0.706,8,-7.554,1,0.0404,0.00415,0,0.0916,0.458,168.669,audio_features,4l7YIni9bAiGwWMqK5wvgV,spotify:track:4l7YIni9bAiGwWMqK5wvgV,https://api.spotify.com/v1/tracks/4l7YIni9bAiGwWMqK5wvgV,https://api.spotify.com/v1/audio-analysis/4l7YIni9bAiGwWMqK5wvgV,239640,4
Alannah Myles,Black Velvet,1990,18,Rock,90s,0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-5,0.106,0.469,91.147,audio_features,1KU5EHSz04JhGg3rReGJ0N,spotify:track:1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/tracks/1KU5EHSz04JhGg3rReGJ0N,https://api.spotify.com/v1/audio-analysis/1KU5EHSz04JhGg3rReGJ0N,287440,4
Alessia Cara,Here,2016,39,Pop,2010s,0.376,0.821,0,-3.974,1,0.104,0.0785,0,0.0823,0.331,120.462,audio_features,5zUQZjVB6bfewBXWqsP9PY,spotify:track:5zUQZjVB6bfewBXWqsP9PY,https://api.spotify.com/v1/tracks/5zUQZjVB6bfewBXWqsP9PY,https://api.spotify.com/v1/audio-analysis/5zUQZjVB6bfewBXWqsP9PY,199453,4
Alessia Cara,Scars to Your Beautiful,2017,30,Pop,2010s,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,audio_features,0wI7QkCcs8FUQE1OkXUIqd,spotify:track:0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/tracks/0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/audio-analysis/0wI7QkCcs8FUQE1OkXUIqd,230240,4
Alex Clare,Too Close,2012,30,Pop,2010s,0.584,0.712,11,-4.311,0,0.0395,0.0112,1.05e-6,0.114,0.286,126.043,audio_features,4sK96UnGx3NjBaqvfTG2dm,spotify:track:4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/tracks/4sK96UnGx3NjBaqvfTG2dm,https://api.spotify.com/v1/audio-analysis/4sK96UnGx3NjBaqvfTG2dm,256560,4
Alice Cooper,You and Me,1977,48,Hard Rock,70s,0.613,0.317,10,-16.102,0,0.0293,0.369,2.88e-4,0.0775,0.473,113.124,audio_features,5k68ZFktJA3JlRfenOJA9y,spotify:track:5k68ZFktJA3JlRfenOJA9y,https://api.spotify.com/v1/tracks/5k68ZFktJA3JlRfenOJA9y,https://api.spotify.com/v1/audio-analysis/5k68ZFktJA3JlRfenOJA9y,306573,4
Alicia Keys,Fallin',2001,2,R&B/Soul,2000s,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3
Alicia Keys,If I Ain't Got You,2004,3,R&B/Soul,2000s,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-6,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3
Alicia Keys,Like You'll Never See Me Again,2008,47,R&B/Soul,2000s,0.562,0.657,7,-8.074,1,0.0315,0.173,2.72e-4,0.102,0.266,127.808,audio_features,3JHDtmFdX9kdx9wz0md98U,spotify:track:3JHDtmFdX9kdx9wz0md98U,https://api.spotify.com/v1/tracks/3JHDtmFdX9kdx9wz0md98U,https://api.spotify.com/v1/audio-analysis/3JHDtmFdX9kdx9wz0md98U,315360,4
Alicia Keys,No One,2008,3,Pop,2000s,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-6,0.134,0.167,90.04,audio_features,6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/tracks/6IwKcFdiRQZOWeYNhUiWIv,https://api.spotify.com/v1/audio-analysis/6IwKcFdiRQZOWeYNhUiWIv,253813,4
Alicia Keys,You Don't Know My Name,2004,29,R&B/Soul,2000s,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,audio_features,6LGwYMXXgURfaequXipzHx,spotify:track:6LGwYMXXgURfaequXipzHx,https://api.spotify.com/v1/tracks/6LGwYMXXgURfaequXipzHx,https://api.spotify.com/v1/audio-analysis/6LGwYMXXgURfaequXipzHx,366733,4
Alive N Kickin',"Tighter, Tighter",1970,47,Pop,70s,0.407,0.826,8,-10.014,0,0.053,0.0409,1.4e-4,0.0486,0.794,162.032,audio_features,5OXATqrGVPG49BjEIY6yyM,spotify:track:5OXATqrGVPG49BjEIY6yyM,https://api.spotify.com/v1/tracks/5OXATqrGVPG49BjEIY6yyM,https://api.spotify.com/v1/audio-analysis/5OXATqrGVPG49BjEIY6yyM,168853,4
All-4-One,I Can Love You Like That,1995,15,Pop,90s,0.635,0.712,8,-4.998,1,0.0283,0.0811,0,0.322,0.423,91.024,audio_features,70d8omRI2p7qesFOiy55Ro,spotify:track:70d8omRI2p7qesFOiy55Ro,https://api.spotify.com/v1/tracks/70d8omRI2p7qesFOiy55Ro,https://api.spotify.com/v1/audio-analysis/70d8omRI2p7qesFOiy55Ro,257960,4
All-4-One,I Swear,1994,2,Rock,90s,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,audio_features,4WUnM4KNZ0kjp0CUeoyOnS,spotify:track:4WUnM4KNZ0kjp0CUeoyOnS,https://api.spotify.com/v1/tracks/4WUnM4KNZ0kjp0CUeoyOnS,https://api.spotify.com/v1/audio-analysis/4WUnM4KNZ0kjp0CUeoyOnS,259853,4
All-4-One,So Much in Love,1994,28,R&B/Soul,90s,0.322,0.25,0,-11.451,0,0.03,0.892,0,0.12,0.352,137.714,audio_features,1J1Wz0UPt4NPp4MMwSJCcz,spotify:track:1J1Wz0UPt4NPp4MMwSJCcz,https://api.spotify.com/v1/tracks/1J1Wz0UPt4NPp4MMwSJCcz,https://api.spotify.com/v1/audio-analysis/1J1Wz0UPt4NPp4MMwSJCcz,212640,4
All Saints,Never Ever,1998,42,Dance,90s,0.738,0.541,1,-5.485,1,0.0311,0.559,0,0.0492,0.309,134.187,audio_features,7ziHnshbknkpFLDW5yGBjO,spotify:track:7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/tracks/7ziHnshbknkpFLDW5yGBjO,https://api.spotify.com/v1/audio-analysis/7ziHnshbknkpFLDW5yGBjO,387573,4
Aloe Blacc,The Man,2014,48,Pop,2010s,0.308,0.769,11,-7.256,0,0.065,0.0331,0,0.214,0.488,81.853,audio_features,2stPxcgjdSImK7Gizl8ZUN,spotify:track:2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/tracks/2stPxcgjdSImK7Gizl8ZUN,https://api.spotify.com/v1/audio-analysis/2stPxcgjdSImK7Gizl8ZUN,254880,4
Ambrosia,Biggest Part of Me,1980,27,Pop,80s,0.498,0.723,10,-8.053,1,0.05,0.238,0,0.353,0.882,153.227,audio_features,6JHXiRD1QjMK1N6AQEnL04,spotify:track:6JHXiRD1QjMK1N6AQEnL04,https://api.spotify.com/v1/tracks/6JHXiRD1QjMK1N6AQEnL04,https://api.spotify.com/v1/audio-analysis/6JHXiRD1QjMK1N6AQEnL04,324040,4
America,A Horse with No Name,1972,27,Rock,70s,0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4
America,Sister Golden Hair,1975,34,Pop,70s,0.441,0.547,4,-12.222,1,0.0337,0.13,1.43e-4,0.109,0.716,134.753,audio_features,5VSAonaAPhhGn0G7hMYwWK,spotify:track:5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/tracks/5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/audio-analysis/5VSAonaAPhhGn0G7hMYwWK,199573,4
American Authors,Best Day of My Life,2014,31,Alternative,2010s,0.673,0.902,2,-2.392,1,0.0346,0.0591,2.62e-4,0.0558,0.538,100.012,audio_features,5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP,194240,4
Amii Stewart,Knock on Wood,1979,22,Pop,70s,0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-5,0.0683,0.914,140.791,audio_features,6120uJUyg6QDzaAJUosTx5,spotify:track:6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/tracks/6120uJUyg6QDzaAJUosTx5,https://api.spotify.com/v1/audio-analysis/6120uJUyg6QDzaAJUosTx5,250520,4
Amy Grant,Baby Baby,1991,10,Christian & Gospel,90s,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,audio_features,3IDsegNBHC4pjGCOMTQYlU,spotify:track:3IDsegNBHC4pjGCOMTQYlU,https://api.spotify.com/v1/tracks/3IDsegNBHC4pjGCOMTQYlU,https://api.spotify.com/v1/audio-analysis/3IDsegNBHC4pjGCOMTQYlU,236973,4
Amy Grant,Every Heartbeat,1991,28,Christian & Gospel,90s,0.648,0.89,2,-3.834,1,0.0429,0.288,0,0.119,0.808,126.956,audio_features,55lX3vm1G35mUpawXHK5Te,spotify:track:55lX3vm1G35mUpawXHK5Te,https://api.spotify.com/v1/tracks/55lX3vm1G35mUpawXHK5Te,https://api.spotify.com/v1/audio-analysis/55lX3vm1G35mUpawXHK5Te,213733,4
Andrea True Connection,"More, More, More",1976,17,R&B/Soul,70s,0.663,0.792,0,-5.476,1,0.0311,0.517,1.39e-4,0.111,0.847,103.009,audio_features,4hepyFFOO9I7oZCNn3T2sz,spotify:track:4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/tracks/4hepyFFOO9I7oZCNn3T2sz,https://api.spotify.com/v1/audio-analysis/4hepyFFOO9I7oZCNn3T2sz,222613,4
Andrew Gold,Lonely Boy,1977,50,Pop,70s,0.588,0.598,9,-13.288,1,0.0296,0.0386,5.83e-5,0.107,0.866,123.724,audio_features,6wGMLoEqD2k3RBXFHD0yUp,spotify:track:6wGMLoEqD2k3RBXFHD0yUp,https://api.spotify.com/v1/tracks/6wGMLoEqD2k3RBXFHD0yUp,https://api.spotify.com/v1/audio-analysis/6wGMLoEqD2k3RBXFHD0yUp,264893,4
Andy Gibb,(Love Is) Thicker Than Water,1978,8,Pop,70s,0.582,0.462,6,-9.882,0,0.0254,0.137,4.98e-5,0.0755,0.528,96.361,audio_features,5WdF8jm3hBNi1t9qlqdjsE,spotify:track:5WdF8jm3hBNi1t9qlqdjsE,https://api.spotify.com/v1/tracks/5WdF8jm3hBNi1t9qlqdjsE,https://api.spotify.com/v1/audio-analysis/5WdF8jm3hBNi1t9qlqdjsE,255960,4
Andy Gibb,An Everlasting Love,1978,45,Pop,70s,0.665,0.686,9,-6.542,1,0.0384,0.299,0,0.145,0.919,125.357,audio_features,30IpEYZRHYmS8yZyMM5aYK,spotify:track:30IpEYZRHYmS8yZyMM5aYK,https://api.spotify.com/v1/tracks/30IpEYZRHYmS8yZyMM5aYK,https://api.spotify.com/v1/audio-analysis/30IpEYZRHYmS8yZyMM5aYK,250360,4
Andy Gibb,I Just Want to Be Your Everything,1977,2,Pop,70s,0.651,0.648,9,-7.44,1,0.0346,0.167,1.7e-5,0.192,0.868,97.017,audio_features,5EdlwzcgIAYs2HGvOnczPN,spotify:track:5EdlwzcgIAYs2HGvOnczPN,https://api.spotify.com/v1/tracks/5EdlwzcgIAYs2HGvOnczPN,https://api.spotify.com/v1/audio-analysis/5EdlwzcgIAYs2HGvOnczPN,225667,4
Andy Gibb,Shadow Dancing,1978,1,Pop,70s,0.74,0.598,7,-9.658,0,0.0321,0.15,0,0.0664,0.952,101.933,audio_features,3unwRUV5qbjMmH3NJtaODy,spotify:track:3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/tracks/3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/audio-analysis/3unwRUV5qbjMmH3NJtaODy,276000,4
Andy Grammer,"Honey, I'm Good.",2015,25,Pop,2010s,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,audio_features,4MflGTO2ZTcSQ12bWcyRgI,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/tracks/4MflGTO2ZTcSQ12bWcyRgI,https://api.spotify.com/v1/audio-analysis/4MflGTO2ZTcSQ12bWcyRgI,199263,4
Andy Kim,"Baby, I Love You",1969,28,Pop,60s,0.556,0.722,9,-6.962,1,0.0331,0.485,3.24e-4,0.142,0.717,109.155,audio_features,3z2ZSQZXaWAufdyv3xnuLe,spotify:track:3z2ZSQZXaWAufdyv3xnuLe,https://api.spotify.com/v1/tracks/3z2ZSQZXaWAufdyv3xnuLe,https://api.spotify.com/v1/audio-analysis/3z2ZSQZXaWAufdyv3xnuLe,176440,4
Andy Kim,Rock Me Gently,1974,29,Pop,70s,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-5,0.129,0.776,123.173,audio_features,2qh2VGAOYFXLsMbdATRf6w,spotify:track:2qh2VGAOYFXLsMbdATRf6w,https://api.spotify.com/v1/tracks/2qh2VGAOYFXLsMbdATRf6w,https://api.spotify.com/v1/audio-analysis/2qh2VGAOYFXLsMbdATRf6w,208333,4
Anita Baker,Giving You the Best That I Got,1989,10,R&B/Soul,80s,0.637,0.542,9,-8.173,1,0.0357,0.765,0,0.302,0.38,105.324,audio_features,3qN37rGyfEs8qnCvRiWEhJ,spotify:track:3qN37rGyfEs8qnCvRiWEhJ,https://api.spotify.com/v1/tracks/3qN37rGyfEs8qnCvRiWEhJ,https://api.spotify.com/v1/audio-analysis/3qN37rGyfEs8qnCvRiWEhJ,233973,4
Anita Bryant,Paper Roses,1960,41,Jazz,60s,0.35,0.124,7,-18.923,1,0.0339,0.902,2.07e-5,0.134,0.32,117.169,audio_features,0CdsYCCygXgNYk7l1ULMht,spotify:track:0CdsYCCygXgNYk7l1ULMht,https://api.spotify.com/v1/tracks/0CdsYCCygXgNYk7l1ULMht,https://api.spotify.com/v1/audio-analysis/0CdsYCCygXgNYk7l1ULMht,171302,4
Anita Ward,Ring My Bell,1979,9,R&B/Soul,70s,0.781,0.556,5,-13.067,0,0.0611,0.0661,0.0907,0.0339,0.968,125.999,audio_features,7GK2KVYH8FrTC9zehmjVMd,spotify:track:7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,https://api.spotify.com/v1/audio-analysis/7GK2KVYH8FrTC9zehmjVMd,491933,4
Anne Murray,Danny's Song,1973,36,Pop,70s,0.512,0.379,11,-12.251,0,0.0299,0.418,1.09e-5,0.0967,0.522,144.687,audio_features,5lQxMlCMTzCj3j4vyzdl8T,spotify:track:5lQxMlCMTzCj3j4vyzdl8T,https://api.spotify.com/v1/tracks/5lQxMlCMTzCj3j4vyzdl8T,https://api.spotify.com/v1/audio-analysis/5lQxMlCMTzCj3j4vyzdl8T,188293,4
Anne Murray,Snowbird,1970,42,Pop,70s,0.531,0.48,9,-10.633,1,0.0366,0.256,1.36e-4,0.0908,0.881,104.117,audio_features,2ik5qJAcmrjbpON5QPxmRr,spotify:track:2ik5qJAcmrjbpON5QPxmRr,https://api.spotify.com/v1/tracks/2ik5qJAcmrjbpON5QPxmRr,https://api.spotify.com/v1/audio-analysis/2ik5qJAcmrjbpON5QPxmRr,134227,4
Archie Bell & the Drells,Tighten Up,1968,10,Rock,60s,0.708,0.441,11,-12.931,1,0.196,0.242,1.47e-4,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4
Aretha Franklin,(Sweet Sweet Baby) Since You've Been Gone,1968,46,Rock,60s,0.708,0.67,3,-8.142,1,0.029,0.471,0.0318,0.0631,0.939,117.149,audio_features,3lrSnngQqNWgvQmcFbCJCx,spotify:track:3lrSnngQqNWgvQmcFbCJCx,https://api.spotify.com/v1/tracks/3lrSnngQqNWgvQmcFbCJCx,https://api.spotify.com/v1/audio-analysis/3lrSnngQqNWgvQmcFbCJCx,145507,4
Aretha Franklin,Freeway of Love,1985,43,R&B/Soul,80s,0.688,0.899,2,-6.328,1,0.0734,0.242,5.55e-6,0.0223,0.833,126.509,audio_features,0lpIVCLNQRBKffcRRNrHyh,spotify:track:0lpIVCLNQRBKffcRRNrHyh,https://api.spotify.com/v1/tracks/0lpIVCLNQRBKffcRRNrHyh,https://api.spotify.com/v1/audio-analysis/0lpIVCLNQRBKffcRRNrHyh,352093,4
Aretha Franklin,Respect,1967,13,R&B/Soul,60s,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-5,0.0546,0.965,114.95,audio_features,7s25THrKz86DM225dOYwnr,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
Aretha Franklin,Spanish Harlem,1971,49,Rock,70s,0.66,0.619,2,-12.577,1,0.0466,0.235,0.00793,0.0828,0.913,115.419,audio_features,0sQ594D1EuU66VDdtHBE6j,spotify:track:0sQ594D1EuU66VDdtHBE6j,https://api.spotify.com/v1/tracks/0sQ594D1EuU66VDdtHBE6j,https://api.spotify.com/v1/audio-analysis/0sQ594D1EuU66VDdtHBE6j,213560,4
Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),1974,11,R&B/Soul,70s,0.664,0.634,2,-6.348,1,0.0349,0.683,3.34e-5,0.221,0.666,93.914,audio_features,3iX0BMs9dX9CsgrHhiB173,spotify:track:3iX0BMs9dX9CsgrHhiB173,https://api.spotify.com/v1/tracks/3iX0BMs9dX9CsgrHhiB173,https://api.spotify.com/v1/audio-analysis/3iX0BMs9dX9CsgrHhiB173,208467,4
Argent,Hold Your Head Up,1972,50,Pop,70s,0.502,0.488,7,-12.265,1,0.0261,0.3,0.128,0.319,0.74,89.279,audio_features,3vfIv3pvYlLOa0wKIEuqFn,spotify:track:3vfIv3pvYlLOa0wKIEuqFn,https://api.spotify.com/v1/tracks/3vfIv3pvYlLOa0wKIEuqFn,https://api.spotify.com/v1/audio-analysis/3vfIv3pvYlLOa0wKIEuqFn,377560,4
Ariana Grande,7 Rings,2019,7,Pop,2010s,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,audio_features,6ocbgoVGwYJhOv1GgI9NsF,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,178627,4
Ariana Grande,"Break Up with Your Girlfriend, I'm Bored",2019,36,Pop,2010s,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440,4
Ariana Grande,Dangerous Woman,2016,36,Pop,2010s,0.664,0.602,4,-5.369,0,0.0412,0.0529,0,0.356,0.289,134.049,audio_features,6RUhbFEhrvGISaQ8u2j2JN,spotify:track:6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/tracks/6RUhbFEhrvGISaQ8u2j2JN,https://api.spotify.com/v1/audio-analysis/6RUhbFEhrvGISaQ8u2j2JN,235947,3
